x-axis (g),y-axis (g),z-axis (g),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s),participant,label,category,set
,,,2.866,1.28,-2.622,D,bench,medium,62.0
0.005,1.006,-0.038,,,,,,,
,,,-0.549,1.768,1.037,D,bench,medium,62.0
,,,1.159,-0.732,2.195,D,bench,medium,62.0
0.018,0.976,-0.062,,,,,,,
,,,-0.244,-0.61,1.768,D,bench,medium,62.0
,,,0.244,-1.585,-1.098,D,bench,medium,62.0
0.015,0.946,-0.062,,,,,,,
,,,2.744,-1.829,-2.683,D,bench,medium,62.0
0.02,0.977,-0.06,,,,,,,
,,,2.073,-1.524,-1.159,D,bench,medium,26.0
,,,1.463,-1.829,-1.037,D,bench,medium,26.0
,,,-0.061,-1.768,-0.915,D,bench,medium,26.0
,,,1.707,-1.402,0.061,D,bench,medium,26.0
,,,2.317,-4.085,1.463,D,bench,medium,26.0
,,,1.341,-3.354,0.732,D,bench,medium,26.0
,,,0.0,-0.366,0.671,D,bench,medium,26.0
,,,-0.061,-0.854,0.061,D,bench,medium,26.0
,,,0.183,-0.732,0.488,D,bench,medium,26.0
,,,1.159,-2.805,1.22,D,bench,medium,26.0
0.066,0.959,-0.1,,,,,,,
,,,0.854,-1.159,-0.671,D,bench,medium,26.0
,,,0.915,-1.098,-0.366,D,bench,medium,26.0
0.063,0.97,-0.099,,,,,,,
,,,1.159,-3.11,2.012,D,bench,medium,26.0
,,,1.098,-1.037,0.671,D,bench,medium,26.0
0.064,0.972,-0.1,,,,,,,
,,,0.244,-1.89,1.646,D,bench,medium,26.0
,,,0.976,-2.195,2.5,D,bench,medium,26.0
0.063,0.974,-0.097,,,,,,,
,,,0.0,-0.488,1.585,D,bench,medium,26.0
,,,-0.488,0.732,-0.854,D,bench,medium,26.0
0.066,0.967,-0.096,,,,,,,
,,,-0.305,-0.854,-0.061,D,bench,medium,26.0
,,,0.549,-2.256,1.098,D,bench,medium,26.0
0.069,0.965,-0.102,,,,,,,
,,,2.439,-2.561,-0.183,D,bench,medium,26.0
,,,1.22,-2.927,1.159,D,bench,medium,26.0
0.068,0.967,-0.103,,,,,,,
,,,0.854,-1.707,0.427,D,bench,medium,26.0
,,,0.732,-2.073,0.488,D,bench,medium,26.0
0.067,0.97,-0.093,,,,,,,
,,,1.22,-1.646,0.976,D,bench,medium,26.0
,,,0.122,-1.402,1.098,D,bench,medium,26.0
0.07,0.975,-0.096,,,,,,,
,,,-0.915,0.671,0.244,D,bench,medium,26.0
,,,-0.488,-0.366,0.244,D,bench,medium,26.0
0.069,0.971,-0.093,,,,,,,
,,,0.793,-1.585,0.0,D,bench,medium,26.0
,,,1.159,-2.5,-0.122,D,bench,medium,26.0
0.07,0.964,-0.102,,,,,,,
,,,1.28,-1.402,-0.61,D,bench,medium,26.0
,,,0.61,-1.646,-0.183,D,bench,medium,26.0
0.068,0.968,-0.097,,,,,,,
,,,0.854,-2.012,0.244,D,bench,medium,26.0
,,,0.61,-1.463,-0.061,D,bench,medium,26.0
0.066,0.975,-0.095,,,,,,,
,,,0.854,-2.195,0.305,D,bench,medium,26.0
,,,1.402,-2.683,0.427,D,bench,medium,26.0
0.064,0.97,-0.095,,,,,,,
,,,0.793,-2.073,0.061,D,bench,medium,26.0
,,,1.463,-1.585,-0.915,D,bench,medium,26.0
0.065,0.963,-0.094,,,,,,,
,,,2.134,-3.415,-0.122,D,bench,medium,26.0
,,,1.341,-1.89,-0.732,D,bench,medium,26.0
0.065,0.971,-0.096,,,,,,,
,,,0.549,-1.768,-0.366,D,bench,medium,26.0
,,,0.793,-1.951,0.244,D,bench,medium,26.0
0.063,0.979,-0.093,,,,,,,
,,,1.098,-1.28,0.61,D,bench,medium,26.0
,,,0.0,-0.427,0.061,D,bench,medium,26.0
0.061,0.972,-0.094,,,,,,,
,,,1.037,-0.061,-0.793,D,bench,medium,26.0
,,,2.988,-1.89,-0.244,D,bench,medium,26.0
0.06,0.956,-0.102,,,,,,,
,,,4.268,-2.805,-0.549,D,bench,medium,26.0
,,,6.402,-0.671,-5.244,D,bench,medium,26.0
0.058,0.921,-0.116,,,,,,,
,,,10.0,-1.768,-7.866,D,bench,medium,26.0
,,,12.622,-3.963,-9.329,D,bench,medium,26.0
0.052,0.872,-0.143,,,,,,,
,,,16.707,-6.037,-11.037,D,bench,medium,26.0
,,,19.512,-4.085,-12.622,D,bench,medium,26.0
0.039,0.868,-0.169,,,,,,,
,,,22.866,-7.317,-8.902,D,bench,medium,26.0
,,,22.439,-1.768,-12.927,D,bench,medium,26.0
0.022,0.869,-0.174,,,,,,,
,,,22.805,0.671,-19.268,D,bench,medium,26.0
,,,19.878,-0.793,-16.159,D,bench,medium,26.0
0.002,0.866,-0.185,,,,,,,
,,,20.549,0.671,-14.573,D,bench,medium,26.0
,,,20.427,-3.841,-7.195,D,bench,medium,26.0
-0.006,0.884,-0.22,,,,,,,
,,,20.488,-3.354,-3.171,D,bench,medium,26.0
,,,17.866,-8.415,-1.22,D,bench,medium,26.0
-0.018,0.913,-0.244,,,,,,,
,,,14.695,-3.11,-4.451,D,bench,medium,26.0
,,,12.744,-8.537,0.488,D,bench,medium,26.0
-0.046,0.911,-0.246,,,,,,,
,,,10.183,-7.5,2.5,D,bench,medium,26.0
,,,5.915,-6.463,4.878,D,bench,medium,26.0
-0.045,0.91,-0.242,,,,,,,
,,,0.366,-6.585,3.902,D,bench,medium,26.0
,,,-4.573,-7.866,6.28,D,bench,medium,26.0
-0.047,0.944,-0.249,,,,,,,
,,,-8.598,-8.598,13.293,D,bench,medium,26.0
,,,-8.354,-11.829,13.659,D,bench,medium,26.0
-0.031,0.995,-0.277,,,,,,,
,,,-13.841,-8.902,12.378,D,bench,medium,26.0
,,,-14.512,-12.439,11.89,D,bench,medium,26.0
-0.015,1.028,-0.26,,,,,,,
,,,-14.512,-14.451,11.707,D,bench,medium,26.0
,,,-16.646,-9.207,12.195,D,bench,medium,26.0
-0.007,1.055,-0.235,,,,,,,
,,,-15.366,-7.683,10.854,D,bench,medium,26.0
,,,-15.915,-9.695,12.805,D,bench,medium,26.0
-0.004,1.025,-0.207,,,,,,,
,,,-11.524,-9.512,9.512,D,bench,medium,26.0
,,,-11.402,-4.207,2.317,D,bench,medium,26.0
-0.008,1.153,-0.199,,,,,,,
,,,-8.841,2.134,-5.366,D,bench,medium,26.0
,,,-5.183,1.28,-9.146,D,bench,medium,26.0
-0.013,1.203,-0.185,,,,,,,
,,,1.037,-5.0,-7.012,D,bench,medium,26.0
,,,4.39,-9.39,-0.671,D,bench,medium,26.0
0.019,0.944,-0.153,,,,,,,
,,,7.012,-6.463,0.122,D,bench,medium,26.0
,,,7.805,0.183,-6.89,D,bench,medium,26.0
-0.002,0.999,-0.128,,,,,,,
,,,14.207,4.39,-18.72,D,bench,medium,26.0
,,,20.61,10.732,-23.232,D,bench,medium,26.0
-0.022,1.312,-0.206,,,,,,,
,,,25.671,9.207,-21.463,D,bench,medium,26.0
,,,20.0,10.61,-22.866,D,bench,medium,26.0
-0.032,1.271,-0.202,,,,,,,
,,,10.915,14.695,-23.049,D,bench,medium,26.0
,,,4.695,10.122,-13.841,D,bench,medium,26.0
-0.076,1.133,-0.212,,,,,,,
,,,-2.988,9.085,-2.805,D,bench,medium,26.0
,,,-8.354,0.122,4.634,D,bench,medium,26.0
-0.082,1.042,-0.243,,,,,,,
,,,-17.988,2.439,14.939,D,bench,medium,26.0
,,,-30.61,3.902,20.061,D,bench,medium,26.0
-0.068,0.933,-0.192,,,,,,,
,,,-42.195,8.841,28.232,D,bench,medium,26.0
,,,-47.195,15.854,35.732,D,bench,medium,26.0
-0.045,0.891,-0.163,,,,,,,
,,,-45.0,18.476,31.585,D,bench,medium,26.0
,,,-28.11,13.11,16.951,D,bench,medium,26.0
-0.016,0.61,-0.131,,,,,,,
,,,-17.744,2.012,15.732,D,bench,medium,26.0
,,,-8.415,-13.902,14.146,D,bench,medium,26.0
0.054,0.47,-0.192,,,,,,,
,,,6.524,-23.598,4.39,D,bench,medium,26.0
,,,4.085,-6.098,-1.524,D,bench,medium,26.0
0.054,0.811,-0.143,,,,,,,
,,,4.573,-0.244,-2.134,D,bench,medium,26.0
,,,9.024,-6.098,0.61,D,bench,medium,26.0
0.069,1.077,-0.125,,,,,,,
,,,6.89,-10.976,4.878,D,bench,medium,26.0
,,,5.0,-2.439,-2.256,D,bench,medium,26.0
0.056,0.938,-0.1,,,,,,,
,,,3.78,-2.134,-1.951,D,bench,medium,26.0
,,,5.183,-2.683,1.585,D,bench,medium,26.0
0.035,0.931,-0.083,,,,,,,
,,,4.756,-7.317,4.024,D,bench,medium,26.0
,,,-0.732,-0.732,-0.183,D,bench,medium,26.0
0.067,1.021,-0.107,,,,,,,
,,,-1.341,4.085,-5.061,D,bench,medium,26.0
,,,-1.28,3.11,-1.585,D,bench,medium,26.0
0.063,0.981,-0.102,,,,,,,
,,,3.659,-1.768,-9.39,D,bench,medium,26.0
,,,10.061,-1.646,-11.89,D,bench,medium,26.0
0.044,0.839,-0.141,,,,,,,
,,,19.146,-3.171,-13.171,D,bench,medium,26.0
,,,25.427,-5.183,-11.829,D,bench,medium,26.0
0.029,0.716,-0.156,,,,,,,
,,,34.207,0.0,-18.232,D,bench,medium,26.0
,,,32.683,5.61,-12.927,D,bench,medium,26.0
0.014,0.736,-0.166,,,,,,,
,,,30.122,3.598,-14.085,D,bench,medium,26.0
,,,29.329,-1.037,-10.244,D,bench,medium,26.0
0.0,0.836,-0.199,,,,,,,
,,,23.963,-3.354,-1.707,D,bench,medium,26.0
,,,17.073,-5.0,-3.049,D,bench,medium,26.0
-0.016,0.937,-0.237,,,,,,,
,,,9.512,-4.756,-0.549,D,bench,medium,26.0
,,,6.098,-6.28,0.427,D,bench,medium,26.0
-0.031,0.958,-0.241,,,,,,,
,,,2.439,-6.951,3.963,D,bench,medium,26.0
,,,-4.39,-8.72,2.927,D,bench,medium,26.0
-0.021,0.968,-0.234,,,,,,,
,,,-10.61,-11.524,3.841,D,bench,medium,26.0
,,,-21.037,-8.049,2.866,D,bench,medium,26.0
-0.021,1.004,-0.208,,,,,,,
,,,-14.329,-16.707,17.744,D,bench,medium,26.0
,,,-11.402,-14.512,22.805,D,bench,medium,26.0
-0.008,1.077,-0.224,,,,,,,
,,,-13.841,-13.049,16.402,D,bench,medium,26.0
,,,-21.585,-10.0,15.183,D,bench,medium,26.0
-0.018,1.089,-0.193,,,,,,,
,,,-18.72,-8.72,15.061,D,bench,medium,26.0
,,,-11.646,-2.317,2.561,D,bench,medium,26.0
-0.001,1.194,-0.167,,,,,,,
,,,-1.951,-1.463,-7.073,D,bench,medium,26.0
,,,5.915,0.305,-3.049,D,bench,medium,26.0
0.008,1.302,-0.188,,,,,,,
,,,8.354,-2.317,-3.537,D,bench,medium,26.0
,,,2.378,-5.671,-3.598,D,bench,medium,26.0
0.012,0.957,-0.165,,,,,,,
,,,1.524,-6.829,-3.598,D,bench,medium,26.0
,,,4.756,-3.049,-5.305,D,bench,medium,26.0
0.007,0.885,-0.151,,,,,,,
,,,-0.61,7.073,-11.707,D,bench,medium,26.0
,,,6.707,7.927,-22.5,D,bench,medium,26.0
-0.033,1.233,-0.176,,,,,,,
,,,15.732,3.659,-23.963,D,bench,medium,26.0
,,,18.293,6.89,-22.012,D,bench,medium,26.0
-0.043,1.335,-0.208,,,,,,,
,,,11.829,10.793,-18.232,D,bench,medium,26.0
,,,7.683,11.098,-11.28,D,bench,medium,26.0
-0.064,1.182,-0.191,,,,,,,
,,,-0.244,5.244,-7.073,D,bench,medium,26.0
,,,-8.354,-0.488,2.073,D,bench,medium,26.0
-0.077,1.085,-0.209,,,,,,,
,,,-17.439,6.22,9.573,D,bench,medium,26.0
,,,-24.634,5.549,13.902,D,bench,medium,26.0
-0.062,0.998,-0.16,,,,,,,
,,,-35.549,5.488,19.756,D,bench,medium,26.0
,,,-46.585,-7.683,36.402,D,bench,medium,26.0
-0.036,0.971,-0.145,,,,,,,
,,,-45.976,-22.805,50.61,D,bench,medium,26.0
,,,-36.89,1.22,28.537,D,bench,medium,26.0
-0.01,0.688,-0.075,,,,,,,
,,,-20.61,6.89,11.829,D,bench,medium,26.0
,,,-2.622,-14.878,18.171,D,bench,medium,26.0
0.03,0.359,-0.171,,,,,,,
,,,10.732,-7.866,2.683,D,bench,medium,26.0
,,,16.28,4.451,-17.012,D,bench,medium,26.0
0.058,0.66,-0.138,,,,,,,
,,,3.963,0.793,-10.305,D,bench,medium,26.0
,,,1.402,-2.073,-3.415,D,bench,medium,26.0
0.062,1.107,-0.076,,,,,,,
,,,3.537,-5.915,1.951,D,bench,medium,26.0
,,,1.585,-4.329,-1.28,D,bench,medium,26.0
0.045,1.021,-0.109,,,,,,,
,,,-0.549,-0.122,-2.439,D,bench,medium,26.0
,,,-0.305,-3.963,-0.061,D,bench,medium,26.0
0.041,0.937,-0.072,,,,,,,
,,,2.012,-7.317,-5.61,D,bench,medium,26.0
,,,0.976,-10.61,-4.756,D,bench,medium,26.0
0.032,0.981,-0.072,,,,,,,
,,,-0.671,-2.5,-1.28,D,bench,medium,26.0
,,,5.305,-0.305,-3.72,D,bench,medium,26.0
0.028,0.982,-0.056,,,,,,,
,,,11.89,4.207,-5.427,D,bench,medium,26.0
,,,18.841,9.024,-13.415,D,bench,medium,26.0
0.009,0.834,-0.083,,,,,,,
,,,21.463,8.902,-18.841,D,bench,medium,26.0
,,,27.195,3.171,-20.671,D,bench,medium,26.0
0.0,0.688,-0.108,,,,,,,
,,,35.122,-0.976,-21.951,D,bench,medium,26.0
,,,40.244,-6.951,-18.841,D,bench,medium,26.0
-0.006,0.715,-0.161,,,,,,,
,,,36.463,-4.39,-5.61,D,bench,medium,26.0
,,,26.22,-2.439,-4.207,D,bench,medium,26.0
-0.006,0.863,-0.208,,,,,,,
,,,19.329,-1.463,-11.585,D,bench,medium,26.0
,,,16.28,-1.28,-7.317,D,bench,medium,26.0
-0.06,0.908,-0.209,,,,,,,
,,,11.037,-3.841,2.256,D,bench,medium,26.0
,,,4.695,-6.707,4.207,D,bench,medium,26.0
-0.054,0.932,-0.229,,,,,,,
,,,2.744,-8.963,13.659,D,bench,medium,26.0
,,,-6.159,-8.963,16.768,D,bench,medium,26.0
-0.061,1.006,-0.234,,,,,,,
,,,-4.146,-13.963,19.512,D,bench,medium,26.0
,,,-8.598,-14.329,18.476,D,bench,medium,26.0
-0.067,1.07,-0.222,,,,,,,
,,,-11.402,-13.293,17.683,D,bench,medium,26.0
,,,-6.585,-16.098,20.0,D,bench,medium,26.0
-0.046,1.132,-0.221,,,,,,,
,,,-11.463,-10.183,20.061,D,bench,medium,26.0
,,,-5.793,-12.5,4.085,D,bench,medium,26.0
-0.027,1.216,-0.215,,,,,,,
,,,-1.585,-5.549,-1.951,D,bench,medium,26.0
,,,2.012,2.866,-1.951,D,bench,medium,26.0
-0.024,1.304,-0.231,,,,,,,
,,,1.098,2.683,-4.634,D,bench,medium,26.0
,,,-0.427,-2.195,-4.634,D,bench,medium,26.0
-0.003,0.98,-0.208,,,,,,,
,,,-0.854,-7.5,-3.659,D,bench,medium,26.0
,,,4.451,-7.378,-1.28,D,bench,medium,26.0
0.023,0.839,-0.197,,,,,,,
,,,5.244,-0.305,-1.402,D,bench,medium,26.0
,,,7.622,5.488,-7.744,D,bench,medium,26.0
-0.017,1.157,-0.212,,,,,,,
,,,11.646,8.171,-16.037,D,bench,medium,26.0
,,,6.829,9.695,-29.329,D,bench,medium,26.0
-0.041,1.35,-0.245,,,,,,,
,,,4.024,14.634,-29.634,D,bench,medium,26.0
,,,9.817,13.171,-22.805,D,bench,medium,26.0
-0.05,1.195,-0.21,,,,,,,
,,,12.927,2.256,-8.963,D,bench,medium,26.0
,,,0.061,2.866,-8.049,D,bench,medium,26.0
-0.063,1.089,-0.239,,,,,,,
,,,-17.073,6.707,-5.854,D,bench,medium,26.0
,,,-25.0,6.098,4.329,D,bench,medium,26.0
-0.097,1.012,-0.19,,,,,,,
,,,-37.134,6.098,9.024,D,bench,medium,26.0
,,,-49.939,9.817,18.232,D,bench,medium,26.0
-0.076,0.992,-0.192,,,,,,,
,,,-58.476,11.159,33.293,D,bench,medium,26.0
,,,-55.488,10.0,52.622,D,bench,medium,26.0
-0.033,0.948,-0.174,,,,,,,
,,,-33.72,4.39,47.988,D,bench,medium,26.0
,,,-14.085,-3.293,12.195,D,bench,medium,26.0
-0.021,0.44,-0.073,,,,,,,
,,,-11.098,-8.232,2.744,D,bench,medium,26.0
,,,13.293,-24.512,5.732,D,bench,medium,26.0
0.038,0.41,-0.176,,,,,,,
,,,25.976,-17.683,-10.549,D,bench,medium,26.0
,,,8.232,-2.622,-10.915,D,bench,medium,26.0
0.041,0.901,-0.071,,,,,,,
,,,-0.549,4.268,-4.024,D,bench,medium,26.0
,,,1.402,0.671,-1.341,D,bench,medium,26.0
0.04,1.148,-0.059,,,,,,,
,,,-0.305,0.305,1.037,D,bench,medium,26.0
,,,2.134,0.244,0.854,D,bench,medium,26.0
0.023,0.955,-0.094,,,,,,,
,,,3.476,-2.561,1.646,D,bench,medium,26.0
,,,3.841,-1.463,-0.915,D,bench,medium,26.0
0.028,0.936,-0.064,,,,,,,
,,,3.598,-1.098,-0.488,D,bench,medium,26.0
,,,1.341,1.098,0.976,D,bench,medium,26.0
0.03,1.006,-0.044,,,,,,,
,,,3.902,0.549,2.866,D,bench,medium,26.0
,,,10.305,3.171,-2.744,D,bench,medium,26.0
0.016,0.952,-0.073,,,,,,,
,,,14.451,-1.28,-6.037,D,bench,medium,26.0
,,,15.976,-4.878,-5.305,D,bench,medium,26.0
0.013,0.815,-0.115,,,,,,,
,,,17.073,3.902,-18.72,D,bench,medium,26.0
,,,22.744,1.341,-18.537,D,bench,medium,26.0
-0.006,0.746,-0.144,,,,,,,
,,,30.061,-1.524,-19.329,D,bench,medium,26.0
,,,33.232,-1.646,-18.293,D,bench,medium,26.0
0.005,0.766,-0.182,,,,,,,
,,,32.866,-1.098,-17.866,D,bench,medium,26.0
,,,28.232,6.098,-14.39,D,bench,medium,26.0
-0.011,0.784,-0.2,,,,,,,
,,,23.902,-0.305,-12.744,D,bench,medium,26.0
,,,15.793,-2.317,-9.634,D,bench,medium,26.0
-0.052,0.867,-0.22,,,,,,,
,,,11.098,-5.854,-5.305,D,bench,medium,26.0
,,,8.963,-14.817,-0.183,D,bench,medium,26.0
-0.076,0.979,-0.254,,,,,,,
,,,1.585,-15.061,7.012,D,bench,medium,26.0
,,,-6.951,-13.72,17.134,D,bench,medium,26.0
-0.078,1.033,-0.236,,,,,,,
,,,-15.976,-10.793,15.61,D,bench,medium,26.0
,,,-20.183,-12.805,10.122,D,bench,medium,26.0
-0.08,1.036,-0.205,,,,,,,
,,,-16.463,-15.671,13.232,D,bench,medium,26.0
,,,-10.793,-17.012,18.72,D,bench,medium,26.0
-0.055,1.066,-0.203,,,,,,,
,,,-7.256,-13.78,20.488,D,bench,medium,26.0
,,,-4.878,-15.366,23.049,D,bench,medium,26.0
-0.036,1.109,-0.151,,,,,,,
,,,-4.939,-9.634,14.573,D,bench,medium,26.0
,,,-9.146,-1.951,-1.768,D,bench,medium,26.0
-0.046,1.284,-0.157,,,,,,,
,,,-6.524,-3.72,-12.134,D,bench,medium,26.0
,,,-3.659,-0.061,-9.512,D,bench,medium,26.0
-0.029,1.234,-0.189,,,,,,,
,,,-0.61,-3.232,-1.22,D,bench,medium,26.0
,,,0.793,-5.854,0.183,D,bench,medium,26.0
0.017,0.858,-0.172,,,,,,,
,,,2.561,-8.598,-3.72,D,bench,medium,26.0
,,,1.707,-0.915,-5.0,D,bench,medium,26.0
-0.008,0.903,-0.15,,,,,,,
,,,9.39,6.28,-0.305,D,bench,medium,26.0
,,,19.024,5.427,1.22,D,bench,medium,26.0
-0.056,1.235,-0.188,,,,,,,
,,,18.72,8.963,-6.829,D,bench,medium,26.0
,,,15.61,11.646,-16.89,D,bench,medium,26.0
-0.076,1.275,-0.194,,,,,,,
,,,14.756,11.159,-19.329,D,bench,medium,26.0
,,,12.805,12.317,-18.171,D,bench,medium,26.0
-0.073,1.153,-0.166,,,,,,,
,,,5.671,10.061,-13.902,D,bench,medium,26.0
,,,-7.256,10.793,-12.622,D,bench,medium,26.0
-0.075,1.104,-0.202,,,,,,,
,,,-15.183,6.585,-6.768,D,bench,medium,26.0
,,,-20.305,5.366,0.671,D,bench,medium,26.0
-0.092,1.047,-0.217,,,,,,,
,,,-22.439,-2.439,16.159,D,bench,medium,26.0
,,,-30.122,1.707,22.744,D,bench,medium,26.0
-0.06,0.979,-0.187,,,,,,,
,,,-43.293,9.024,26.037,D,bench,medium,26.0
,,,-52.134,15.061,35.061,D,bench,medium,26.0
-0.062,0.92,-0.092,,,,,,,
,,,-42.378,22.5,34.451,D,bench,medium,26.0
,,,-21.159,12.927,20.549,D,bench,medium,26.0
-0.035,0.541,-0.007,,,,,,,
,,,-10.0,7.439,15.305,D,bench,medium,26.0
,,,7.683,-5.366,8.963,D,bench,medium,26.0
0.058,0.444,-0.239,,,,,,,
,,,18.293,-22.012,3.415,D,bench,medium,26.0
,,,9.939,-16.951,5.61,D,bench,medium,26.0
0.036,0.816,-0.155,,,,,,,
,,,11.098,-10.854,0.427,D,bench,medium,26.0
,,,5.793,-9.207,3.963,D,bench,medium,26.0
0.057,1.127,-0.063,,,,,,,
,,,4.573,-4.512,-0.061,D,bench,medium,26.0
,,,3.232,-1.341,-0.366,D,bench,medium,26.0
0.072,1.019,-0.108,,,,,,,
,,,5.427,-7.866,2.988,D,bench,medium,26.0
,,,2.195,-4.39,-1.646,D,bench,medium,26.0
0.07,0.917,-0.099,,,,,,,
,,,2.134,-1.646,-2.317,D,bench,medium,26.0
,,,3.232,-0.366,-4.817,D,bench,medium,26.0
0.068,0.968,-0.089,,,,,,,
,,,2.5,0.305,-4.146,D,bench,medium,26.0
,,,10.854,-6.098,-2.622,D,bench,medium,26.0
0.065,0.95,-0.104,,,,,,,
,,,14.207,0.305,-12.439,D,bench,medium,26.0
,,,19.573,1.341,-17.744,D,bench,medium,26.0
0.014,0.771,-0.118,,,,,,,
,,,22.378,-4.39,-10.122,D,bench,medium,26.0
,,,35.061,-3.049,-18.963,D,bench,medium,26.0
-0.003,0.704,-0.151,,,,,,,
,,,36.402,-2.805,-8.598,D,bench,medium,26.0
,,,38.415,-7.439,-3.902,D,bench,medium,26.0
0.012,0.785,-0.195,,,,,,,
,,,38.902,-0.366,-8.78,D,bench,medium,26.0
,,,28.232,2.195,-12.5,D,bench,medium,26.0
-0.012,0.856,-0.216,,,,,,,
,,,21.646,-4.817,-12.622,D,bench,medium,26.0
,,,18.476,-25.0,-15.671,D,bench,medium,26.0
-0.049,0.877,-0.245,,,,,,,
,,,8.963,-19.634,-9.695,D,bench,medium,26.0
,,,0.122,-11.646,7.256,D,bench,medium,26.0
-0.032,0.932,-0.287,,,,,,,
,,,-3.537,-12.927,9.817,D,bench,medium,26.0
,,,-13.293,-7.561,13.354,D,bench,medium,26.0
-0.045,0.997,-0.263,,,,,,,
,,,-17.805,-9.207,20.061,D,bench,medium,26.0
,,,-16.037,-10.488,20.0,D,bench,medium,26.0
-0.067,1.089,-0.246,,,,,,,
,,,-15.854,-12.439,17.073,D,bench,medium,26.0
,,,-18.049,-9.878,14.695,D,bench,medium,26.0
-0.051,1.13,-0.234,,,,,,,
,,,-12.561,-7.012,11.585,D,bench,medium,26.0
,,,-10.122,-6.159,13.902,D,bench,medium,26.0
-0.013,1.14,-0.207,,,,,,,
,,,-5.183,-5.305,5.0,D,bench,medium,26.0
,,,-3.232,1.159,-7.195,D,bench,medium,26.0
-0.011,1.292,-0.201,,,,,,,
,,,-1.829,6.402,-13.171,D,bench,medium,26.0
,,,2.317,-0.854,-6.037,D,bench,medium,26.0
0.0,1.098,-0.196,,,,,,,
,,,6.22,-5.732,2.622,D,bench,medium,26.0
,,,2.561,-1.28,5.793,D,bench,medium,26.0
0.04,0.862,-0.189,,,,,,,
,,,-1.646,-2.134,-9.695,D,bench,medium,26.0
,,,-9.024,8.293,-31.22,D,bench,medium,26.0
-0.039,1.144,-0.209,,,,,,,
,,,-3.415,17.866,-33.78,D,bench,medium,26.0
,,,11.707,17.5,-25.488,D,bench,medium,26.0
-0.071,1.32,-0.224,,,,,,,
,,,18.78,14.329,-16.22,D,bench,medium,26.0
,,,19.451,6.341,-8.72,D,bench,medium,26.0
-0.085,1.198,-0.224,,,,,,,
,,,8.598,6.646,-6.951,D,bench,medium,26.0
,,,-2.866,10.305,-4.756,D,bench,medium,26.0
-0.106,1.064,-0.175,,,,,,,
,,,-7.927,2.134,5.244,D,bench,medium,26.0
,,,-16.22,4.939,6.951,D,bench,medium,26.0
-0.08,0.979,-0.192,,,,,,,
,,,-21.037,-6.646,21.159,D,bench,medium,26.0
,,,-40.488,-3.293,25.549,D,bench,medium,26.0
-0.047,0.907,-0.203,,,,,,,
,,,-51.89,1.524,22.317,D,bench,medium,26.0
,,,-47.988,-4.451,36.22,D,bench,medium,26.0
-0.026,0.887,-0.173,,,,,,,
,,,-42.317,0.976,35.671,D,bench,medium,26.0
,,,-29.878,24.085,16.159,D,bench,medium,26.0
-0.007,0.72,-0.057,,,,,,,
,,,-5.0,6.402,-4.39,D,bench,medium,26.0
,,,10.122,-34.329,12.439,D,bench,medium,26.0
0.007,0.474,-0.174,,,,,,,
,,,18.354,-31.463,6.585,D,bench,medium,26.0
,,,19.024,-13.354,-6.951,D,bench,medium,26.0
0.029,0.742,-0.122,,,,,,,
,,,1.463,2.073,-15.122,D,bench,medium,26.0
,,,-0.305,-2.134,-4.329,D,bench,medium,26.0
0.029,1.165,-0.042,,,,,,,
,,,-1.402,0.488,8.537,D,bench,medium,26.0
,,,-0.793,5.305,7.378,D,bench,medium,26.0
0.043,1.016,-0.093,,,,,,,
,,,1.707,2.073,-1.585,D,bench,medium,26.0
,,,4.39,-0.305,-0.732,D,bench,medium,26.0
0.021,0.876,-0.072,,,,,,,
,,,11.768,-3.78,-4.695,D,bench,medium,26.0
,,,11.037,-2.134,-4.207,D,bench,medium,26.0
0.022,0.904,-0.085,,,,,,,
,,,12.561,-3.659,-9.939,D,bench,medium,26.0
,,,18.415,-3.11,-18.598,D,bench,medium,26.0
0.008,0.862,-0.116,,,,,,,
,,,20.244,-4.573,-10.305,D,bench,medium,26.0
,,,20.244,-4.634,-14.512,D,bench,medium,26.0
0.014,0.781,-0.158,,,,,,,
,,,11.28,17.988,-20.854,D,bench,medium,26.0
,,,14.878,11.341,-24.939,D,bench,medium,26.0
-0.023,0.766,-0.145,,,,,,,
,,,21.951,-0.732,-15.183,D,bench,medium,26.0
,,,24.024,0.61,-12.5,D,bench,medium,26.0
-0.042,0.837,-0.196,,,,,,,
,,,25.488,3.659,-12.5,D,bench,medium,26.0
,,,19.878,3.72,-10.671,D,bench,medium,26.0
-0.062,0.853,-0.199,,,,,,,
,,,12.317,-2.622,-4.024,D,bench,medium,26.0
,,,10.488,-9.878,1.89,D,bench,medium,26.0
-0.069,0.933,-0.224,,,,,,,
,,,1.89,-14.207,4.573,D,bench,medium,26.0
,,,-5.61,-24.695,12.805,D,bench,medium,26.0
-0.096,1.014,-0.24,,,,,,,
,,,-9.39,-21.768,12.927,D,bench,medium,26.0
,,,-3.232,-19.207,10.976,D,bench,medium,26.0
-0.104,1.05,-0.163,,,,,,,
,,,-6.707,-9.39,14.146,D,bench,medium,26.0
,,,-9.695,-9.207,16.707,D,bench,medium,26.0
-0.086,1.059,-0.145,,,,,,,
,,,-0.183,-13.841,18.354,D,bench,medium,26.0
,,,-7.561,-14.146,20.854,D,bench,medium,26.0
-0.037,1.1,-0.196,,,,,,,
